"supergroup","group","phrase","count"
"ENGI","ENGI","plant diversity",3
"ENGI","ENGI","plant functional",7
"ENGI","ENGI","plant functional groups",1
"ENGI","ENGI","plant functional traits",5
"ENGI","ENGI","plant functional types",2
"ENGI","ENGI","plant genome",3
"ENGI","ENGI","plant growth",51
"ENGI","ENGI","plant growth promoting",9
"ENGI","ENGI","plant height",18
"ENGI","ENGI","plant hydraulic",1
"ENGI","ENGI","plant leaf",5
"ENGI","ENGI","plant leaves",5
"ENGI","ENGI","plant morphology",8
"ENGI","ENGI","plant nutrient",2
"ENGI","ENGI","plant pathogens",3
"ENGI","ENGI","plant performance",4
"ENGI","ENGI","plant phenology",1
"ENGI","ENGI","plant physiology",14
"ENGI","ENGI","plant productivity",9
"ENGI","ENGI","plant proteins",2
"ENGI","ENGI","plant root",9
"ENGI","ENGI","plant seed",1
"ENGI","ENGI","plant shoots",2
"ENGI","ENGI","plant stem",1
"ENGI","ENGI","plant stomata",1
"ENGI","ENGI","plant stress",3
"ENGI","ENGI","plant tissue",8
"ENGI","ENGI","plant traits",22
"ENGI","ENGI","plant water relations",2
"ENGI","ENGI","plant yield",2
"ENGI","ENGI","plastic responses",2
"ENGI","ENGI","pollination",3
"ENGI","ENGI","pollutant removal",70
"ENGI","ENGI","pollution effect",9
"ENGI","ENGI","pollution exposure",11
"ENGI","ENGI","pollution tolerance",4
"ENGI","ENGI","polymorphism",1
"ENGI","ENGI","population decline",1
"ENGI","ENGI","population density",24
"ENGI","ENGI","population dynamics",13
"ENGI","ENGI","population growth",46
"ENGI","ENGI","population size",1
"ENGI","ENGI","porosity",22
"ENGI","ENGI","potassium",5
"ENGI","ENGI","primary producers",7
"ENGI","ENGI","primary production",19
"ENGI","ENGI","production traits",3
"ENGI","ENGI","productivity",28
"ENGI","ENGI","proline content",1
"ENGI","ENGI","protein",22
"ENGI","ENGI","protein expression",1
"ENGI","ENGI","pyrolysis temperature",33
"ENGI","ENGI","qualitative traits",2
"ENGI","ENGI","quality traits",20
"ENGI","ENGI","quantitative trait",42
"ENGI","ENGI","quantitative trait loci",2
"ENGI","ENGI","quantitative trait locus",7
"ENGI","ENGI","range expansion",2
"ENGI","ENGI","range shifts",2
"ENGI","ENGI","rapid growth",21
"ENGI","ENGI","reactive oxygen",20
"ENGI","ENGI","reduced growth",3
"ENGI","ENGI","related traits",2
"ENGI","ENGI","relative abundance",12
"ENGI","ENGI","relative growth",1
"ENGI","ENGI","relative humidity",13
"ENGI","ENGI","relative water",2
"ENGI","ENGI","relative water content",2
"ENGI","ENGI","removal efficiency",109
"ENGI","ENGI","reproduction",1
"ENGI","ENGI","reproductive behavior",1
"ENGI","ENGI","reproductive biology",2
"ENGI","ENGI","reproductive fitness",2
"ENGI","ENGI","reproductive output",2
"ENGI","ENGI","reproductive stage",5
"ENGI","ENGI","reproductive strategy",3
"ENGI","ENGI","reproductive success",2
"ENGI","ENGI","reproductive traits",3
"ENGI","ENGI","resilience",18
"ENGI","ENGI","resistance",2
"ENGI","ENGI","resistance genes",10
"ENGI","ENGI","resistance traits",3
"ENGI","ENGI","resource use",3
"ENGI","ENGI","resource utilization",36
"ENGI","ENGI","response traits",1
"ENGI","ENGI","resprouting",1
"ENGI","ENGI","rhizosphere",1
"ENGI","ENGI","root",1
"ENGI","ENGI","root growth",1
"ENGI","ENGI","root length",2
"ENGI","ENGI","root system",3
"ENGI","ENGI","salinity",8
"ENGI","ENGI","salinity tolerance",7
"ENGI","ENGI","secondary metabolites",16
"ENGI","ENGI","seed",7
"ENGI","ENGI","seed dispersal",1
"ENGI","ENGI","seed production",1
"ENGI","ENGI","seedling",4
"ENGI","ENGI","seedling emergence",1
"ENGI","ENGI","seedling growth",1
"ENGI","ENGI","seedling survival",1
"ENGI","ENGI","sexual maturity",3
"ENGI","ENGI","sexual reproduction",2
"ENGI","ENGI","shoot biomass",4
"ENGI","ENGI","shoot growth",1
"ENGI","ENGI","shoot length",1
"ENGI","ENGI","shoot ratio",2
"ENGI","ENGI","single nucleotide polymorphism",7
"ENGI","ENGI","social behavior",2
"ENGI","ENGI","sodium",14
"ENGI","ENGI","sodium chloride",12
"ENGI","ENGI","soil",118
"ENGI","ENGI","soil chemistry",1
"ENGI","ENGI","soil fertility",6
"ENGI","ENGI","soil moisture",15
"ENGI","ENGI","soil nitrogen",1
"ENGI","ENGI","soil nutrient",1
"ENGI","ENGI","soil organic matter",6
"ENGI","ENGI","soil quality",3
"ENGI","ENGI","solubility",10
"ENGI","ENGI","soluble protein",2
"ENGI","ENGI","solvents",8
"ENGI","ENGI","sorption mechanism",8
"ENGI","ENGI","species composition",13
"ENGI","ENGI","species diversity",11
"ENGI","ENGI","species richness",11
"ENGI","ENGI","species traits",6
"ENGI","ENGI","specific leaf area",4
"ENGI","ENGI","specific traits",9
"ENGI","ENGI","stoichiometry",3
"ENGI","ENGI","stomatal conductance",11
"ENGI","ENGI","stomatal density",6
"ENGI","ENGI","stress conditions",35
"ENGI","ENGI","stress levels",2
"ENGI","ENGI","stress resistance",16
"ENGI","ENGI","stress response",21
"ENGI","ENGI","stress tolerance",76
"ENGI","ENGI","structural traits",2
"ENGI","ENGI","sugar content",2
"ENGI","ENGI","surface functional groups",116
"ENGI","ENGI","survival",3
"ENGI","ENGI","survival rate",4
"ENGI","ENGI","temperature",38
"ENGI","ENGI","temperature conditions",6
"ENGI","ENGI","temperature dependence",1
"ENGI","ENGI","temperature gradient",2
"ENGI","ENGI","temperature range",9
"ENGI","ENGI","temperature sensitivity",1
"ENGI","ENGI","temperature tolerance",3
"ENGI","ENGI","tensile strength",21
"ENGI","ENGI","thermal limits",1
"ENGI","ENGI","thermal stability",29
"ENGI","ENGI","thermal stress",9
"ENGI","ENGI","thermal tolerance",5
"ENGI","ENGI","tissue density",1
"ENGI","ENGI","tolerance index",4
"ENGI","ENGI","tolerance traits",11
"ENGI","ENGI","tolerant genotypes",2
"ENGI","ENGI","total biomass",6
"ENGI","ENGI","total chlorophyll",2
"ENGI","ENGI","total nitrogen",19
"ENGI","ENGI","total organic",9
"ENGI","ENGI","total organic carbon",12
"ENGI","ENGI","total phenolic",2
"ENGI","ENGI","trace elements",15
"ENGI","ENGI","trait composition",1
"ENGI","ENGI","trait diversity",3
"ENGI","ENGI","trait expression",2
"ENGI","ENGI","trait locus",5
"ENGI","ENGI","trait plasticity",1
"ENGI","ENGI","trait responses",4
"ENGI","ENGI","trait values",1
"ENGI","ENGI","trait variability",3
"ENGI","ENGI","trait variation",2
"ENGI","ENGI","traits",1
"ENGI","ENGI","traits contributing",1
"ENGI","ENGI","traits including",8
"ENGI","ENGI","traits influence",2
"ENGI","ENGI","traits involved",2
"ENGI","ENGI","traits linked",1
"ENGI","ENGI","traits measured",2
"ENGI","ENGI","traits related",4
"ENGI","ENGI","trophic levels",16
"ENGI","ENGI","tumor cells",4
"ENGI","ENGI","tumor growth",4
"ENGI","ENGI","urban area",114
"ENGI","ENGI","urban development",30
"ENGI","ENGI","urban ecosystem",5
"ENGI","ENGI","urban environments",34
"ENGI","ENGI","urban growth",37
"ENGI","ENGI","urban habitats",5
"ENGI","ENGI","urban landscapes",9
"ENGI","ENGI","urban population",15
"ENGI","ENGI","vegetation cover",11
"ENGI","ENGI","vegetative growth",6
"ENGI","ENGI","virulence",2
"ENGI","ENGI","virulence factors",1
"ENGI","ENGI","virulence traits",1
"ENGI","ENGI","volatile organic",17
"ENGI","ENGI","volatile organic compounds",22
"ENGI","ENGI","vulnerability",13
"ENGI","ENGI","water absorption",20
"ENGI","ENGI","water availability",11
"ENGI","ENGI","water balance",4
"ENGI","ENGI","water consumption",12
"ENGI","ENGI","water content",16
"ENGI","ENGI","water holding",8
"ENGI","ENGI","water holding capacity",7
"ENGI","ENGI","water levels",11
"ENGI","ENGI","water potential",3
"ENGI","ENGI","water retention",10
"ENGI","ENGI","water status",2
"ENGI","ENGI","water storage",9
"ENGI","ENGI","water transport",2
"ENGI","ENGI","water uptake",8
"ENGI","ENGI","water use",7
"ENGI","ENGI","water use efficiency",6
"ENGI","ENGI","water-use efficiency",3
"ENGI","ENGI","wheat production",13
"ENGI","ENGI","wheat yield",2
"ENGI","ENGI","wood",8
"ENGI","ENGI","yield",8
"ENGI","ENGI","yield attributes",3
"ENGI","ENGI","yield components",5
"ENGI","ENGI","yield increase",4
"ENGI","ENGI","yield losses",15
"ENGI","ENGI","yield potential",16
"ENGI","ENGI","yield reduction",2
"ENGI","ENGI","yield response",1
"ENGI","ENGI","yield stability",6
"ENGI","ENGI","yield traits",5
"ENGI","ENGI","yield-related traits",2
"ENGI","ENGI","zinc",9
"ENVI","01","abiotic stress tolerance",3
"ENVI","01","above-ground biomass",30
"ENVI","01","aboveground biomass",69
"ENVI","01","abscisic acid",2
"ENVI","01","absorption",19
"ENVI","01","abundance",227
"ENVI","01","abundant functional",2
"ENVI","01","abundant functional groups",1
"ENVI","01","acclimation",35
"ENVI","01","acclimatization",25
"ENVI","01","adaptation",228
"ENVI","01","adaptation, physiological",41
"ENVI","01","adaptive traits",40
"ENVI","01","adsorption",175
"ENVI","01","adsorption behavior",7
"ENVI","01","adsorption capacity",81
"ENVI","01","adsorption efficiency",5
"ENVI","01","adsorption kinetics",43
"ENVI","01","adsorption performance",3
"ENVI","01","adsorption process",27
"ENVI","01","adsorption properties",7
"ENVI","01","agricultural soils",31
"ENVI","01","agronomic performance",3
"ENVI","01","agronomic traits",26
"ENVI","01","algal bloom",34
"ENVI","01","allele frequencies",3
"ENVI","01","allometry",13
"ENVI","01","amides",16
"ENVI","01","amino acids",33
"ENVI","01","anatomical traits",7
"ENVI","01","anatomy",18
"ENVI","01","anatomy and histology",6
"ENVI","01","animal behavior",20
"ENVI","01","animal cell",13
"ENVI","01","animal dispersal",12
"ENVI","01","animal tissue",60
"ENVI","01","antibiotic resistance",11
"ENVI","01","antimicrobial activity",3
"ENVI","01","antioxidant activity",10
"ENVI","01","antioxidant capacity",4
"ENVI","01","aromatic compounds",40
"ENVI","01","aromatic hydrocarbons",60
"ENVI","01","bacterial growth",6
"ENVI","01","behavior",12
"ENVI","01","behavior, animal",13
"ENVI","01","behavioral response",37
"ENVI","01","behavioral traits",15
"ENVI","01","behavioural traits",16
"ENVI","01","belowground biomass",15
"ENVI","01","bioaccumulation",161
"ENVI","01","biochemical composition",15
"ENVI","01","biochemical responses",2
"ENVI","01","biochemical traits",6
"ENVI","01","biodiversity",502
"ENVI","01","biological traits",113
"ENVI","01","biological yield",2
"ENVI","01","biomarkers",82
"ENVI","01","biomass",279
"ENVI","01","biomass accumulation",14
"ENVI","01","biomass allocation",42
"ENVI","01","biomass production",66
"ENVI","01","biomass yield",4
"ENVI","01","biosorption",38
"ENVI","01","blood",6
"ENVI","01","body mass",28
"ENVI","01","body size",103
"ENVI","01","body weight",16
"ENVI","01","breeding",22
"ENVI","01","breeding population",25
"ENVI","01","breeding season",16
"ENVI","01","breeding strategies",3
"ENVI","01","breeding system",8
"ENVI","01","breeding values",1
"ENVI","01","cancer cells",3
"ENVI","01","cancer growth",1
"ENVI","01","candidate genes",5
"ENVI","01","canopy cover",34
"ENVI","01","canopy temperature",2
"ENVI","01","carbohydrate",17
"ENVI","01","carbohydrate metabolism",1
"ENVI","01","carbon",149
"ENVI","01","carbon assimilation",10
"ENVI","01","carbon content",22
"ENVI","01","carbon flux",18
"ENVI","01","carbon materials",4
"ENVI","01","carbon sequestration",80
"ENVI","01","carbon storage",31
"ENVI","01","carboxyl group",37
"ENVI","01","cell death",3
"ENVI","01","cell proliferation",15
"ENVI","01","cell viability",2
"ENVI","01","cells",8
"ENVI","01","cellulose",10
"ENVI","01","charcoal",28
"ENVI","01","chemical activation",4
"ENVI","01","chemical bonds",10
"ENVI","01","chemical composition",88
"ENVI","01","chemical compound",16
"ENVI","01","chemical modification",20
"ENVI","01","chemical structure",31
"ENVI","01","chemical traits",7
"ENVI","01","chemistry",121
"ENVI","01","chlorine compounds",23
"ENVI","01","chlorophyll",53
"ENVI","01","chlorophyll a",20
"ENVI","01","chlorophyll content",35
"ENVI","01","chlorophyll fluorescence",15
"ENVI","01","chloroplast",1
"ENVI","01","chromosome",5
"ENVI","01","climate adaptation",10
"ENVI","01","climate resilience",4
"ENVI","01","cold tolerance",11
"ENVI","01","color",10
"ENVI","01","combustion",26
"ENVI","01","community composition",272
"ENVI","01","community functional",18
"ENVI","01","community structure",288
"ENVI","01","community traits",11
"ENVI","01","competitive ability",68
"ENVI","01","complex traits",8
"ENVI","01","crop improvement",3
"ENVI","01","crop production",27
"ENVI","01","crop yield",32
"ENVI","01","crops, agricultural",7
"ENVI","01","cross breeding",3
"ENVI","01","crude protein",4
"ENVI","01","crystallinity",2
"ENVI","01","cytotoxicity",5
"ENVI","01","dairy cattle",1
"ENVI","01","decomposition",56
"ENVI","01","decomposition rates",16
"ENVI","01","defense mechanism",8
"ENVI","01","dehydration",1
"ENVI","01","deleterious effects",13
"ENVI","01","demography",66
"ENVI","01","denitrification",13
"ENVI","01","density functional",1
"ENVI","01","desiccation",5
"ENVI","01","desirable traits",8
"ENVI","01","detoxification",22
"ENVI","01","diet",36
"ENVI","01","disease resistance",10
"ENVI","01","disease severity",3
"ENVI","01","disease transmission",7
"ENVI","01","dispersal",158
"ENVI","01","dispersal ability",41
"ENVI","01","dispersal distance",19
"ENVI","01","dissolution",28
"ENVI","01","dissolved organic",62
"ENVI","01","dissolved organic carbon",41
"ENVI","01","dissolved organic matter",36
"ENVI","01","dissolved oxygen",45
"ENVI","01","distribution range",28
"ENVI","01","dna",19
"ENVI","01","dominance",74
"ENVI","01","drought avoidance",2
"ENVI","01","drought resistance",18
"ENVI","01","drought response",8
"ENVI","01","drought tolerance",24
"ENVI","01","drought tolerance traits",2
"ENVI","01","drug effect",57
"ENVI","01","dry matter",15
"ENVI","01","dry weight",15
"ENVI","01","early growth",13
"ENVI","01","ecological functions",44
"ENVI","01","ecological traits",92
"ENVI","01","economic traits",1
"ENVI","01","economics spectrum",8
"ENVI","01","ecophysiological traits",23
"ENVI","01","ecophysiology",46
"ENVI","01","ecosystem",511
"ENVI","01","ecosystem function",375
"ENVI","01","ecosystem processes",104
"ENVI","01","ecosystem response",95
"ENVI","01","ecosystem services",230
"ENVI","01","ecosystem structure",59
"ENVI","01","ecotoxicity",48
"ENVI","01","elemental composition",27
"ENVI","01","energy consumption",17
"ENVI","01","energy metabolism",6
"ENVI","01","environmental stressors",21
"ENVI","01","enzymatic activities",10
"ENVI","01","enzyme activity",84
"ENVI","01","enzymes",24
"ENVI","01","evapotranspiration",26
"ENVI","01","expressed genes",1
"ENVI","01","fatty acids",21
"ENVI","01","fecundity",55
"ENVI","01","feeding",28
"ENVI","01","feeding behavior",34
"ENVI","01","feeding groups",26
"ENVI","01","fertility",117
"ENVI","01","fine root",8
"ENVI","01","fitness",92
"ENVI","01","fitness traits",13
"ENVI","01","fitness-related traits",10
"ENVI","01","floral trait",24
"ENVI","01","flowering",55
"ENVI","01","flowering phenology",12
"ENVI","01","flowering stage",3
"ENVI","01","food quality",10
"ENVI","01","food security",12
"ENVI","01","food supply",10
"ENVI","01","foraging behavior",34
"ENVI","01","forest cover",34
"ENVI","01","forest ecosystem",153
"ENVI","01","fresh weight",5
"ENVI","01","fruit quality",1
"ENVI","01","fulvic acid",38
"ENVI","01","functional change",50
"ENVI","01","functional characteristics",16
"ENVI","01","functional composition",23
"ENVI","01","functional dispersion",3
"ENVI","01","functional divergence",12
"ENVI","01","functional diversity",124
"ENVI","01","functional ecology",8
"ENVI","01","functional feeding groups",17
"ENVI","01","functional genes",5
"ENVI","01","functional genomics",3
"ENVI","01","functional group composition",28
"ENVI","01","functional groups",1505
"ENVI","01","functional guilds",24
"ENVI","01","functional morphology",11
"ENVI","01","functional redundancy",14
"ENVI","01","functional response",42
"ENVI","01","functional richness",18
"ENVI","01","functional role",34
"ENVI","01","functional structure",11
"ENVI","01","functional traits",283
"ENVI","01","functional types",66
"ENVI","01","fungal disease",7
"ENVI","01","gene expression",36
"ENVI","01","gene expression profiling",5
"ENVI","01","gene expression regulation, plant",3
"ENVI","01","gene flow",29
"ENVI","01","gene frequency",7
"ENVI","01","gene function",2
"ENVI","01","gene locus",7
"ENVI","01","gene mutation",2
"ENVI","01","gene ontology",2
"ENVI","01","gene sequence",8
"ENVI","01","genes",41
"ENVI","01","genes involved",7
"ENVI","01","genes, plant",3
"ENVI","01","genetic architecture",3
"ENVI","01","genetic determinants",6
"ENVI","01","genetic differences",14
"ENVI","01","genetic distance",4
"ENVI","01","genetic diversity",94
"ENVI","01","genetic drift",16
"ENVI","01","genetic polymorphism",3
"ENVI","01","genetic structure",36
"ENVI","01","genetic trait",18
"ENVI","01","genetic variability",78
"ENVI","01","genetic variance",18
"ENVI","01","genetic variation",164
"ENVI","01","genetics",68
"ENVI","01","genotype",68
"ENVI","01","genotypic differences",4
"ENVI","01","genotypic variation",1
"ENVI","01","geographic distance",5
"ENVI","01","geographic range",60
"ENVI","01","geographical variation",27
"ENVI","01","germination",63
"ENVI","01","germination percentage",5
"ENVI","01","grain (agricultural product)",8
"ENVI","01","grain quality",4
"ENVI","01","grain weight",3
"ENVI","01","grain yield",19
"ENVI","01","growth",87
"ENVI","01","growth characteristics",12
"ENVI","01","growth conditions",7
"ENVI","01","growth factor",5
"ENVI","01","growth forms",43
"ENVI","01","growth parameters",7
"ENVI","01","growth patterns",10
"ENVI","01","growth performance",4
"ENVI","01","growth period",8
"ENVI","01","growth rate",369
"ENVI","01","growth response",135
"ENVI","01","growth stages",19
"ENVI","01","growth traits",27
"ENVI","01","growth, development and aging",88
"ENVI","01","habitat preferences",31
"ENVI","01","hatching",28
"ENVI","01","health",28
"ENVI","01","health hazard",40
"ENVI","01","health risks",60
"ENVI","01","health status",14
"ENVI","01","heat tolerance",2
"ENVI","01","heavy metal",399
"ENVI","01","height growth",13
"ENVI","01","herbivory",54
"ENVI","01","high temperature",25
"ENVI","01","higher grain",1
"ENVI","01","higher growth",15
"ENVI","01","higher temperatures",34
"ENVI","01","higher yield",1
"ENVI","01","highly invasive",19
"ENVI","01","histology",24
"ENVI","01","history strategies",22
"ENVI","01","history traits",187
"ENVI","01","hormone",11
"ENVI","01","human cell",3
"ENVI","01","human health",69
"ENVI","01","humic substances",86
"ENVI","01","hydraulic conductivity",16
"ENVI","01","hydraulic traits",4
"ENVI","01","hydrogen-ion concentration",56
"ENVI","01","hydrophilicity",16
"ENVI","01","hydrophobicity",28
"ENVI","01","identify traits",4
"ENVI","01","immune response",17
"ENVI","01","immune system",10
"ENVI","01","important traits",26
"ENVI","01","improve yield",1
"ENVI","01","inbreeding depression",8
"ENVI","01","increased growth",11
"ENVI","01","increased productivity",9
"ENVI","01","increased yield",5
"ENVI","01","increasing nitrogen",12
"ENVI","01","individual traits",10
"ENVI","01","infectious diseases",17
"ENVI","01","innate immunity",2
"ENVI","01","insect pests",10
"ENVI","01","intraspecific trait",3
"ENVI","01","intraspecific variation",34
"ENVI","01","invasion success",134
"ENVI","01","invasive potential",38
"ENVI","01","ionic strength",28
"ENVI","01","iron",58
"ENVI","01","isotherm",63
"ENVI","01","lactation",1
"ENVI","01","larval development",30
"ENVI","01","larval stage",14
"ENVI","01","leaf",33
"ENVI","01","leaf area",62
"ENVI","01","leaf area index",18
"ENVI","01","leaf litter",32
"ENVI","01","leaf morphology",13
"ENVI","01","leaf traits",16
"ENVI","01","life cycle",64
"ENVI","01","life cycle stages",35
"ENVI","01","life history",130
"ENVI","01","life history trait",473
"ENVI","01","life-history strategies",26
"ENVI","01","life-history traits",276
"ENVI","01","light availability",43
"ENVI","01","light conditions",14
"ENVI","01","light intensity",15
"ENVI","01","lipid",23
"ENVI","01","lipid peroxidation",13
"ENVI","01","litter",34
"ENVI","01","litter decomposition",32
"ENVI","01","local adaptation",64
"ENVI","01","local climate",21
"ENVI","01","locomotion",11
"ENVI","01","longevity",36
"ENVI","01","low temperature",11
"ENVI","01","lower temperatures",8
"ENVI","01","mating system",5
"ENVI","01","maximum adsorption",22
"ENVI","01","maximum adsorption capacity",17
"ENVI","01","maximum temperature",22
"ENVI","01","measured traits",9
"ENVI","01","mental health",3
"ENVI","01","metabolic pathways",1
"ENVI","01","metabolic rates",15
"ENVI","01","metabolic traits",1
"ENVI","01","metabolism",115
"ENVI","01","metabolite",13
"ENVI","01","microbial activity",49
"ENVI","01","microbial community",88
"ENVI","01","microbial functional",11
"ENVI","01","milk",3
"ENVI","01","moisture",20
"ENVI","01","moisture conditions",6
"ENVI","01","moisture content",17
"ENVI","01","molecular markers",28
"ENVI","01","molecular weight",46
"ENVI","01","morphological characteristics",21
"ENVI","01","morphological traits",117
"ENVI","01","morphological variation",5
"ENVI","01","morphology",154
"ENVI","01","morphometry",10
"ENVI","01","mortality",111
"ENVI","01","mortality rates",10
"ENVI","01","multiple traits",5
"ENVI","01","mutation",10
"ENVI","01","net primary production",33
"ENVI","01","niche breadth",12
"ENVI","01","nickel",55
"ENVI","01","nitrate",81
"ENVI","01","nitrogen",218
"ENVI","01","nitrogen content",23
"ENVI","01","nitrogen fixation",40
"ENVI","01","nitrogen oxides",41
"ENVI","01","nitrogen uptake",7
"ENVI","01","nutrient availability",91
"ENVI","01","nutrient concentrations",43
"ENVI","01","nutrient content",28
"ENVI","01","nutrient cycling",79
"ENVI","01","nutrient dynamics",31
"ENVI","01","nutrient uptake",32
"ENVI","01","nutrients",108
"ENVI","01","nutrition",24
"ENVI","01","nutritional quality",4
"ENVI","01","nutritional status",12
"ENVI","01","nutritional value",7
"ENVI","01","organic carbon",168
"ENVI","01","organic functional",15
"ENVI","01","organic functional groups",15
"ENVI","01","organic matter",256
"ENVI","01","osmotic stress",1
"ENVI","01","oxidation",64
"ENVI","01","oxidation process",7
"ENVI","01","oxidative damage",6
"ENVI","01","oxidative stress",36
"ENVI","01","oxygen",52
"ENVI","01","oxygen consumption",10
"ENVI","01","oxygen demand",22
"ENVI","01","oxygen functional",9
"ENVI","01","oxygen functional groups",9
"ENVI","01","oxygen-containing functional",27
"ENVI","01","oxygen-containing functional groups",27
"ENVI","01","particle size",72
"ENVI","01","pathogenicity",20
"ENVI","01","performance",5
"ENVI","01","performance traits",9
"ENVI","01","persistence",37
"ENVI","01","personality",4
"ENVI","01","personality traits",9
"ENVI","01","pest control",13
"ENVI","01","ph",160
"ENVI","01","phenolic compounds",24
"ENVI","01","phenological traits",16
"ENVI","01","phenology",129
"ENVI","01","phenols",55
"ENVI","01","phenotype",73
"ENVI","01","phenotypic diversity",2
"ENVI","01","phenotypic plasticity",150
"ENVI","01","phenotypic responses",12
"ENVI","01","phenotypic selection",3
"ENVI","01","phenotypic traits",30
"ENVI","01","phenotypic variance",4
"ENVI","01","phenotypic variation",35
"ENVI","01","phosphate",35
"ENVI","01","phosphorus",126
"ENVI","01","phosphorus content",7
"ENVI","01","photocatalytic activity",1
"ENVI","01","photochemical efficiency",3
"ENVI","01","photodegradation",12
"ENVI","01","photosynthesis",115
"ENVI","01","photosynthetic activity",23
"ENVI","01","photosynthetic capacity",25
"ENVI","01","photosynthetic pigments",13
"ENVI","01","photosynthetic rates",18
"ENVI","01","photosynthetic traits",7
"ENVI","01","phylogeny",67
"ENVI","01","physical chemistry",63
"ENVI","01","physical properties",18
"ENVI","01","physicochemical properties",76
"ENVI","01","physiological adaptation",5
"ENVI","01","physiological characteristics",11
"ENVI","01","physiological parameters",2
"ENVI","01","physiological performance",7
"ENVI","01","physiological processes",13
"ENVI","01","physiological response",123
"ENVI","01","physiological stress",12
"ENVI","01","physiological traits",74
"ENVI","01","physiology",236
"ENVI","01","phytohormone",1
"ENVI","01","phytomass",35
"ENVI","01","phytotoxicity",36
"ENVI","01","plant biomass",46
"ENVI","01","plant breeding",16
"ENVI","01","plant community",522
"ENVI","01","plant cover",24
"ENVI","01","plant defense",8
"ENVI","01","plant development",16
"ENVI","01","plant disease",5
"ENVI","01","plant diversity",74
"ENVI","01","plant functional",157
"ENVI","01","plant functional groups",79
"ENVI","01","plant functional traits",70
"ENVI","01","plant functional types",65
"ENVI","01","plant gene",3
"ENVI","01","plant growth",151
"ENVI","01","plant growth promoting",20
"ENVI","01","plant height",68
"ENVI","01","plant leaf",60
"ENVI","01","plant leaves",54
"ENVI","01","plant morphology",10
"ENVI","01","plant nutrient",15
"ENVI","01","plant pathogens",5
"ENVI","01","plant performance",21
"ENVI","01","plant phenology",13
"ENVI","01","plant physiology",30
"ENVI","01","plant productivity",23
"ENVI","01","plant proteins",2
"ENVI","01","plant reproduction",16
"ENVI","01","plant root",73
"ENVI","01","plant seed",13
"ENVI","01","plant shoots",8
"ENVI","01","plant stem",9
"ENVI","01","plant stomata",4
"ENVI","01","plant stress",10
"ENVI","01","plant tissue",27
"ENVI","01","plant traits",180
"ENVI","01","plant transpiration",7
"ENVI","01","plant water relations",5
"ENVI","01","plant yield",3
"ENVI","01","plastic responses",31
"ENVI","01","pollen",21
"ENVI","01","pollination",52
"ENVI","01","pollutant removal",60
"ENVI","01","pollution effect",258
"ENVI","01","pollution exposure",222
"ENVI","01","pollution tolerance",79
"ENVI","01","polymorphism",6
"ENVI","01","polymorphism, single nucleotide",1
"ENVI","01","population decline",103
"ENVI","01","population density",134
"ENVI","01","population dynamics",230
"ENVI","01","population growth",125
"ENVI","01","population persistence",12
"ENVI","01","population size",58
"ENVI","01","porosity",23
"ENVI","01","potassium",29
"ENVI","01","pregnancy",7
"ENVI","01","primary producers",30
"ENVI","01","primary production",135
"ENVI","01","production traits",3
"ENVI","01","productivity",49
"ENVI","01","proline content",5
"ENVI","01","protein",40
"ENVI","01","protein expression",10
"ENVI","01","pyrolysis temperature",6
"ENVI","01","qualitative traits",1
"ENVI","01","quality traits",3
"ENVI","01","quantitative trait",29
"ENVI","01","quantitative trait loci",4
"ENVI","01","quantitative trait locus",3
"ENVI","01","quantitative trait, heritable",2
"ENVI","01","range expansion",90
"ENVI","01","range shifts",68
"ENVI","01","range size",40
"ENVI","01","rapid growth",23
"ENVI","01","reactive oxygen",10
"ENVI","01","recruitment (population dynamics)",43
"ENVI","01","reduced growth",14
"ENVI","01","related traits",3
"ENVI","01","relative abundance",96
"ENVI","01","relative growth",33
"ENVI","01","relative growth rate",12
"ENVI","01","relative humidity",27
"ENVI","01","relative water",8
"ENVI","01","relative water content",7
"ENVI","01","removal efficiency",20
"ENVI","01","reproduction",137
"ENVI","01","reproductive behavior",21
"ENVI","01","reproductive biology",24
"ENVI","01","reproductive fitness",12
"ENVI","01","reproductive output",42
"ENVI","01","reproductive performance",13
"ENVI","01","reproductive stage",7
"ENVI","01","reproductive strategy",32
"ENVI","01","reproductive success",58
"ENVI","01","reproductive traits",57
"ENVI","01","resilience",31
"ENVI","01","resistance",13
"ENVI","01","resistance genes",7
"ENVI","01","resistance traits",5
"ENVI","01","resource acquisition",16
"ENVI","01","resource use",25
"ENVI","01","resource utilization",5
"ENVI","01","respiration",28
"ENVI","01","response traits",15
"ENVI","01","resprouting",9
"ENVI","01","rhizosphere",27
"ENVI","01","root",20
"ENVI","01","root growth",3
"ENVI","01","root length",4
"ENVI","01","root system",18
"ENVI","01","root traits",3
"ENVI","01","root-shoot ratio",14
"ENVI","01","rooting depth",7
"ENVI","01","salinity",51
"ENVI","01","salinity tolerance",10
"ENVI","01","secondary metabolites",13
"ENVI","01","seed",68
"ENVI","01","seed bank",27
"ENVI","01","seed dispersal",35
"ENVI","01","seed production",24
"ENVI","01","seed size",18
"ENVI","01","seedling",63
"ENVI","01","seedling emergence",18
"ENVI","01","seedling establishment",33
"ENVI","01","seedling growth",19
"ENVI","01","seedling stage",6
"ENVI","01","seedling survival",20
"ENVI","01","seedling traits",4
"ENVI","01","sexual maturity",25
