id,code,text,keyphrase_trait
41753,1108,NA,quality traits
41762,1108,NA,morphological traits
41768,1108,NA,adaptive traits
41783,1108,NA,important traits
41784,1108,NA,morphological traits
41787,1108,NA,morphological traits
41798,1108,NA,agronomic traits
41801,1108,NA,functional diversity
41801,1108,NA,functional groups
41803,1108,NA,quantitative trait
41810,1108,NA,plant traits
41812,1108,NA,physiological traits
41815,1108,NA,morphological traits
41830,1108,NA,quality traits
41831,1108,NA,growth traits
41836,1108,NA,physiological traits
41837,1108,NA,agronomic traits
41838,1108,NA,physiological traits
41843,1108,NA,growth traits
41843,1108,NA,physiological traits
41850,1108,NA,morphological traits
41854,1108,NA,important traits
41858,1108,NA,important traits
41861,1108,NA,functional groups
41865,1108,NA,growth traits
41868,1108,NA,important traits
41873,1108,NA,morphological traits
41874,1108,NA,important traits
41881,1108,NA,agronomic traits
41884,1108,NA,phenotypic traits
41920,1108,NA,morphological traits
41921,1108,NA,physiological traits
41928,1108,NA,physiological traits
41929,1108,NA,morphological traits
41929,1108,NA,quantitative trait
41935,1108,NA,quality traits
41938,1108,NA,quantitative trait
41939,1108,NA,quantitative trait
41948,1108,NA,agronomic traits
41959,1108,NA,physiological traits
41966,1108,NA,agronomic traits
41966,1108,NA,morphological traits
41969,1108,NA,quantitative trait
41970,1108,NA,agronomic traits
41979,1108,NA,morphological traits
41987,1108,NA,physiological traits
41988,1108,NA,agronomic traits
41998,1108,NA,agronomic traits
41999,1108,NA,important traits
42002,1108,NA,quantitative trait
42011,1108,NA,morphological traits
42011,1108,NA,quantitative trait
42012,1108,NA,morphological traits
42024,1108,NA,plant traits
42025,1108,NA,agronomic traits
42026,1108,NA,agronomic traits
42028,1108,NA,morphological traits
42029,1108,NA,physiological traits
42039,1108,NA,quantitative trait
42043,1108,NA,agronomic traits
42046,1108,NA,quantitative trait
42051,1109,NA,morphological traits
42052,1109,NA,functional diversity
42053,1109,NA,life-history traits
42055,1109,NA,functional groups
42063,1109,NA,functional traits
42063,1109,NA,morphological traits
42069,1109,NA,functional traits
42069,1109,NA,morphological traits
42075,1109,NA,ecological traits
42076,1109,NA,functional groups
42083,1109,NA,functional groups
42086,1109,NA,functional groups
42089,1109,NA,life-history traits
42098,1109,NA,life-history traits
42099,1109,NA,life-history traits
42104,1109,NA,functional groups
42106,1109,NA,functional diversity
42106,1109,NA,functional groups
42106,1109,NA,functional traits
42107,1109,NA,functional groups
42109,1109,NA,ecological traits
42109,1109,NA,functional traits
42113,1109,NA,history traits
42117,1109,NA,functional diversity
42117,1109,NA,morphological traits
42120,1109,NA,morphological traits
42122,1109,NA,functional groups
42127,1109,NA,functional groups
42129,1109,NA,life-history traits
42130,1109,NA,plant traits
42133,1109,NA,adaptive traits
42137,1109,NA,functional traits
42139,1109,NA,life-history traits
42146,1109,NA,functional traits
42150,1109,NA,functional diversity
42150,1109,NA,functional traits
42153,1109,NA,ecological traits
42153,1109,NA,functional diversity
42153,1109,NA,functional traits
42157,1109,NA,functional diversity
42157,1109,NA,functional traits
42159,1109,NA,phenotypic traits
42162,1109,NA,species traits
42176,1109,NA,functional groups
42179,1109,NA,functional traits
42186,1109,NA,functional groups
42189,1109,NA,functional traits
42190,1109,NA,functional traits
42190,1109,NA,plant traits
42196,1109,NA,life-history traits
42200,1109,NA,functional diversity
42204,1109,NA,functional diversity
42204,1109,NA,functional traits
42210,1109,NA,species traits
42215,1109,NA,ecological traits
42220,1109,NA,reproductive traits
42221,1109,NA,functional diversity
42222,1109,NA,functional traits
42228,1109,NA,life-history traits
42233,1109,NA,history traits
42236,1109,NA,morphological traits
42242,1109,NA,life-history traits
42243,1109,NA,functional groups
42245,1109,NA,plant traits
42246,1109,NA,important traits
42254,1109,NA,life-history traits
42254,1109,NA,physiological traits
42259,1109,NA,life-history traits
42260,1109,NA,biological traits
42263,1109,NA,functional groups
42271,1109,NA,plant traits
42273,1109,NA,history traits
42277,1109,NA,functional diversity
42277,1109,NA,functional traits
42278,1109,NA,phenotypic traits
42279,1109,NA,biological traits
42280,1109,NA,functional traits
42281,1109,NA,ecological traits
42282,1109,NA,functional groups
42290,1109,NA,reproductive traits
42298,1109,NA,adaptive traits
42306,1109,NA,morphological traits
42309,1109,NA,functional diversity
42309,1109,NA,functional traits
42327,1109,NA,ecological traits
42329,1109,NA,history traits
42340,1109,NA,functional traits
42342,1109,NA,functional diversity
42349,1109,NA,biological traits
42353,1109,NA,functional traits
42355,1109,NA,quantitative trait
42361,1109,NA,functional groups
42369,1109,NA,functional diversity
42369,1109,NA,functional traits
42369,1109,NA,history traits
42374,1109,NA,history traits
42378,1109,NA,life-history traits
42379,1109,NA,history traits
42383,1109,NA,history traits
42390,1109,NA,functional traits
42393,1109,NA,morphological traits
42395,1109,NA,morphological traits
42401,1109,NA,functional groups
42404,1109,NA,life-history traits
42416,1109,NA,functional groups
42424,1109,NA,functional traits
42431,1109,NA,functional traits
42431,1109,NA,history traits
42431,1109,NA,morphological traits
42434,1109,NA,functional diversity
42434,1109,NA,functional traits
42442,1109,NA,biological traits
42447,1109,NA,life-history traits
42448,1109,NA,important traits
42451,1109,NA,adaptive traits
42451,1109,NA,functional traits
42452,1109,NA,history traits
42462,1109,NA,functional groups
42470,1109,NA,functional groups
42472,1109,NA,life-history traits
42472,1109,NA,morphological traits
42474,1109,NA,life-history traits
42475,1109,NA,quantitative trait
42477,1109,NA,history traits
42478,1109,NA,history traits
42488,1109,NA,ecological traits
42489,1109,NA,history traits
42493,1109,NA,phenotypic traits
42493,1109,NA,plant traits
42494,1109,NA,morphological traits
42495,1109,NA,morphological traits
42501,1109,NA,reproductive traits
42502,1109,NA,functional groups
42503,1109,NA,functional diversity
42503,1109,NA,species traits
42504,1109,NA,functional traits
42506,1109,NA,phenotypic traits
42508,1109,NA,species traits
42509,1109,NA,history traits
42514,1109,NA,history traits
42526,1109,NA,functional groups
42528,1109,NA,history traits
42529,1109,NA,life-history traits
42533,1109,NA,history traits
42534,1109,NA,functional groups
42544,1109,NA,morphological traits
42547,1109,NA,functional groups
42551,1109,NA,morphological traits
42553,1109,NA,history traits
42560,1109,NA,morphological traits
42567,1109,NA,plant traits
42569,1109,NA,history traits
42592,1109,NA,functional diversity
42592,1109,NA,functional traits
42597,1109,NA,history traits
42602,1109,NA,functional groups
42611,1109,NA,functional traits
42618,1109,NA,functional groups
42618,1109,NA,functional traits
42625,1109,NA,morphological traits
42627,1109,NA,functional diversity
42627,1109,NA,functional traits
42635,1109,NA,history traits
42644,1109,NA,functional traits
42646,1109,NA,morphological traits
42655,1109,NA,functional traits
42657,1109,NA,life-history traits
42663,1109,NA,history traits
42664,1109,NA,plant traits
42665,1109,NA,phenotypic traits
42671,1109,NA,functional diversity
42671,1109,NA,functional traits
42672,1109,NA,functional groups
42675,1109,NA,morphological traits
42679,1109,NA,functional traits
42681,1109,NA,biological traits
42688,1109,NA,life-history traits
42697,1109,NA,functional diversity
42697,1109,NA,morphological traits
42703,1109,NA,physiological traits
42705,1109,NA,phenotypic traits
42706,1109,NA,morphological traits
42711,1109,NA,functional groups
42712,1109,NA,functional traits
42717,1109,NA,morphological traits
42718,1109,NA,plant traits
42719,1109,NA,functional diversity
42719,1109,NA,life-history traits
42724,1109,NA,functional groups
42725,1109,NA,functional diversity
42725,1109,NA,functional traits
42726,1109,NA,life-history traits
42738,1109,NA,ecological traits
42740,1109,NA,life-history traits
42749,1109,NA,physiological traits
42752,1109,NA,species traits
42753,1109,NA,life-history traits
42754,1109,NA,morphological traits
42755,1109,NA,agronomic traits
42755,1109,NA,important traits
42755,1109,NA,quantitative trait
42759,1109,NA,life-history traits
42771,1109,NA,physiological traits
42772,1109,NA,history traits
42775,1109,NA,important traits
42778,1109,NA,plant traits
42780,1109,NA,plant traits
42784,1109,NA,history traits
42788,1109,NA,functional groups
42789,1109,NA,functional groups
42798,1109,NA,morphological traits
42799,1109,NA,history traits
42799,1109,NA,species traits
42801,1109,NA,history traits
42803,1109,NA,life-history traits
42810,1109,NA,species traits
42812,1109,NA,ecological traits
42812,1109,NA,functional groups
42813,1109,NA,important traits
42815,1109,NA,biological traits
42817,1109,NA,functional groups
42819,1109,NA,morphological traits
42822,1109,NA,biological traits
42827,1109,NA,morphological traits
42832,1109,NA,species traits
42835,1109,NA,history traits
42840,1109,NA,physiological traits
42843,1109,NA,reproductive traits
42848,1109,NA,functional groups
42849,1109,NA,life-history traits
42852,1109,NA,history traits
42861,1109,NA,ecological traits
42862,1109,NA,life-history traits
42875,1109,NA,life-history traits
42875,1109,NA,species traits
42880,1109,NA,history traits
42884,1109,NA,quantitative trait
42890,1109,NA,life-history traits
42896,1109,NA,life-history traits
42899,1109,NA,functional diversity
42899,1109,NA,functional groups
42900,1109,NA,functional diversity
42900,1109,NA,functional groups
42903,1109,NA,morphological traits
42910,1109,NA,plant traits
42912,1109,NA,functional traits
42922,1109,NA,adaptive traits
42929,1109,NA,functional groups
42932,1109,NA,biological traits
42933,1109,NA,quantitative trait
42936,1109,NA,functional groups
42938,1109,NA,history traits
42941,1109,NA,history traits
42942,1109,NA,functional traits
42943,1109,NA,functional groups
42947,1109,NA,history traits
42948,1109,NA,life-history traits
42948,1109,NA,reproductive traits
42956,1109,NA,ecological traits
42967,1109,NA,morphological traits
42969,1109,NA,history traits
42971,1109,NA,functional groups
42972,1109,NA,life-history traits
42973,1109,NA,morphological traits
42974,1109,NA,life-history traits
42978,1109,NA,functional groups
42981,1109,NA,history traits
42982,1109,NA,morphological traits
42985,1109,NA,history traits
42989,1109,NA,growth traits
42991,1109,NA,quantitative trait
42998,1109,NA,functional groups
43001,1109,NA,species traits
43004,1109,NA,functional groups
43008,1109,NA,history traits
43011,1109,NA,biological traits
43012,1109,NA,functional groups
43013,1109,NA,functional traits
43016,1109,NA,functional traits
43016,1109,NA,species traits
43017,1109,NA,functional groups
43020,1109,NA,functional groups
43023,1109,NA,functional traits
43026,1109,NA,history traits
43037,1109,NA,ecological traits
43037,1109,NA,functional traits
43037,1109,NA,history traits
43037,1109,NA,species traits
43038,1109,NA,functional groups
43039,1109,NA,history traits
43046,1109,NA,functional diversity
43046,1109,NA,functional traits
43047,1109,NA,functional groups
43048,1109,NA,morphological traits
43056,1109,NA,biological traits
43057,1109,NA,functional groups
43058,1109,NA,morphological traits
43062,1109,NA,history traits
43068,1109,NA,functional groups
43070,1109,NA,physiological traits
43073,1109,NA,biological traits
43075,1109,NA,morphological traits
43076,1109,NA,history traits
43077,1109,NA,life-history traits
43082,1109,NA,history traits
43092,1109,NA,history traits
43092,1109,NA,physiological traits
43102,1109,NA,reproductive traits
43104,1109,NA,species traits
43105,1109,NA,functional groups
43110,1109,NA,ecological traits
43110,1109,NA,life-history traits
43113,1109,NA,life-history traits
43121,1109,NA,reproductive traits
43125,1109,NA,functional traits
43137,1109,NA,life-history traits
43138,1109,NA,functional groups
43141,1109,NA,functional groups
43146,1109,NA,biological traits
43155,1109,NA,morphological traits
43156,1109,NA,morphological traits
43158,1109,NA,life-history traits
43163,1109,NA,history traits
43171,1109,NA,life-history traits
43176,1109,NA,ecological traits
43188,1109,NA,functional groups
43188,1109,NA,morphological traits
43196,1109,NA,biological traits
43210,1109,NA,history traits
43211,1109,NA,history traits
43218,1109,NA,life-history traits
43229,1109,NA,functional groups
43233,1109,NA,functional groups
43235,1109,NA,functional groups
43248,1109,NA,functional groups
43265,1109,NA,life-history traits
43272,1109,NA,reproductive traits
43281,1109,NA,history traits
43287,1109,NA,history traits
43289,1109,NA,plant traits
43298,1109,NA,history traits
43299,1109,NA,life-history traits
43300,1109,NA,functional groups
43303,1109,NA,morphological traits
43307,1109,NA,functional groups
43308,1109,NA,morphological traits
43308,1109,NA,quantitative trait
43309,1109,NA,species traits
43310,1109,NA,history traits
43312,1109,NA,functional groups
43317,1109,NA,functional groups
43318,1109,NA,functional groups
43321,1109,NA,species traits
43329,1109,NA,functional groups
43330,1109,NA,functional traits
43335,1109,NA,reproductive traits
43336,1109,NA,history traits
43345,1109,NA,history traits
43346,1109,NA,history traits
43351,1109,NA,functional groups
43355,1109,NA,life-history traits
43356,1109,NA,functional groups
43358,1109,NA,functional groups
43361,1109,NA,biological traits
43362,1109,NA,functional groups
43366,1109,NA,history traits
43367,1109,NA,life-history traits
43368,1109,NA,history traits
43374,1109,NA,history traits
43378,1109,NA,history traits
43380,1109,NA,morphological traits
43384,1109,NA,life-history traits
43387,1109,NA,history traits
43388,1109,NA,morphological traits
43393,1109,NA,morphological traits
43401,1109,NA,functional groups
43403,1109,NA,functional groups
43404,1109,NA,functional groups
43405,1109,NA,life-history traits
43406,1109,NA,history traits
43408,1109,NA,functional groups
43412,1109,NA,quantitative trait
43413,1109,NA,functional groups
43414,1109,NA,history traits
43415,1109,NA,functional groups
43416,1109,NA,history traits
43418,1109,NA,morphological traits
43419,1109,NA,biological traits
43441,1110,NA,growth traits
43459,1110,NA,functional traits
43491,1110,NA,quantitative trait
43497,1110,NA,functional traits
43497,1110,NA,plant traits
43500,1110,NA,functional traits
43509,1110,NA,functional traits
43521,1110,NA,growth traits
43527,1110,NA,agronomic traits
43527,1110,NA,important traits
43528,1110,NA,phenotypic traits
43531,1110,NA,functional traits
43536,1110,NA,quantitative trait
43537,1110,NA,ecological traits
43538,1110,NA,functional traits
43543,1110,NA,functional groups
43559,1110,NA,physiological traits
43563,1110,NA,plant functional traits
43563,1110,NA,trait variation
43576,1110,NA,functional groups
43578,1110,NA,agronomic traits
43584,1110,NA,morphological traits
43586,1110,NA,life-history traits
43603,1110,NA,quality traits
43604,1110,NA,functional groups
43604,1110,NA,functional traits
43610,1110,NA,phenotypic traits
43612,1110,NA,physiological traits
43616,1110,NA,phenotypic traits
43617,1110,NA,functional groups
43639,1110,NA,functional traits
43640,1110,NA,physiological traits
43652,1110,NA,functional traits
43660,1110,NA,functional diversity
43660,1110,NA,functional traits
43679,1110,NA,plant functional traits
43681,1110,NA,functional diversity
43681,1110,NA,plant functional traits
43681,1110,NA,plant traits
43688,1110,NA,quantitative trait
43692,1110,NA,functional diversity
43692,1110,NA,functional traits
43692,1110,NA,reproductive traits
43698,1110,NA,physiological traits
43702,1110,NA,functional traits
43713,1110,NA,functional traits
43723,1110,NA,morphological traits
43730,1110,NA,morphological traits
43732,1110,NA,physiological traits
43734,1110,NA,quantitative trait
43736,1110,NA,quantitative trait
43737,1110,NA,adaptive traits
43739,1110,NA,quantitative trait
43743,1110,NA,quantitative trait
43746,1110,NA,morphological traits
43760,1110,NA,functional groups
43774,1110,NA,functional groups
43789,1110,NA,morphological traits
43808,1110,NA,physiological traits
43819,1110,NA,functional traits
43823,1110,NA,physiological traits
43828,1110,NA,morphological traits
43843,1110,NA,functional traits
43843,1110,NA,plant functional traits
43847,1110,NA,physiological traits
43879,1110,NA,functional groups
43879,1110,NA,physiological traits
43879,1110,NA,plant functional groups
43887,1110,NA,functional traits
43895,1110,NA,morphological traits
43897,1110,NA,functional traits
43897,1110,NA,plant functional traits
43901,1110,NA,agronomic traits
43903,1110,NA,functional traits
43903,1110,NA,plant functional traits
43903,1110,NA,plant traits
43903,1110,NA,reproductive traits
43903,1110,NA,trait variation
43907,1110,NA,functional diversity
43915,1110,NA,adaptive traits
43925,1110,NA,quantitative trait
43928,1110,NA,functional diversity
43928,1110,NA,plant traits
43929,1110,NA,agronomic traits
43944,1110,NA,functional groups
43944,1110,NA,plant functional groups
43949,1110,NA,physiological traits
43953,1110,NA,physiological traits
43953,1110,NA,trait variation
43955,1110,NA,plant traits
43960,1110,NA,agronomic traits
43963,1110,NA,trait variation
43970,1110,NA,quantitative trait
43973,1110,NA,functional traits
43982,1110,NA,ecological traits
43999,1110,NA,functional groups
44011,1110,NA,physiological traits
44011,1110,NA,quality traits
44018,1110,NA,functional groups
44030,1110,NA,plant functional traits
44033,1110,NA,functional traits
44042,1110,NA,plant traits
44042,1110,NA,species traits
44044,1110,NA,trait variation
44049,1110,NA,morphological traits
44073,1110,NA,functional groups
44081,1110,NA,plant traits
44082,1110,NA,important traits
44092,1110,NA,functional diversity
44092,1110,NA,functional traits
44094,1110,NA,agronomic traits
44098,1110,NA,functional diversity
44098,1110,NA,functional groups
44098,1110,NA,functional traits
44108,1110,NA,adaptive traits
44112,1110,NA,quality traits
44113,1110,NA,functional groups
44115,1110,NA,physiological traits
44117,1110,NA,functional diversity
44117,1110,NA,functional traits
44119,1110,NA,reproductive traits
44121,1110,NA,adaptive traits
44121,1110,NA,trait variation
44124,1110,NA,functional traits
44124,1110,NA,plant traits
44134,1110,NA,functional groups
44154,1110,NA,important traits
44155,1110,NA,functional traits
44155,1110,NA,morphological traits
44167,1110,NA,agronomic traits
44187,1110,NA,quantitative trait
44199,1110,NA,agronomic traits
44205,1110,NA,growth traits
44210,1110,NA,functional traits
44210,1110,NA,physiological traits
44216,1110,NA,morphological traits
44227,1110,NA,morphological traits
44234,1110,NA,physiological traits
44237,1110,NA,important traits
44245,1110,NA,functional traits
44245,1110,NA,growth traits
44245,1110,NA,reproductive traits
44257,1110,NA,growth traits
44261,1110,NA,agronomic traits
44272,1110,NA,life-history traits
44281,1110,NA,functional groups
44312,1110,NA,functional groups
44314,1110,NA,agronomic traits
44322,1110,NA,agronomic traits
44325,1110,NA,functional traits
44327,1110,NA,agronomic traits
44332,1110,NA,plant traits
44334,1110,NA,quality traits
44341,1110,NA,agronomic traits
44355,1110,NA,functional traits
44355,1110,NA,plant functional traits
44363,1110,NA,adaptive traits
44363,1110,NA,physiological traits
44387,1110,NA,functional groups
44388,1110,NA,physiological traits
44404,1110,NA,functional groups
44405,1110,NA,growth traits
44409,1110,NA,functional traits
44414,1110,NA,morphological traits
44414,1110,NA,phenotypic traits
44414,1110,NA,trait variation
44416,1110,NA,morphological traits
44418,1110,NA,functional traits
44426,1110,NA,plant traits
44431,1110,NA,morphological traits
44432,1110,NA,functional diversity
44440,1110,NA,functional traits
44447,1110,NA,phenotypic traits
44447,1110,NA,trait variation
44449,1110,NA,functional groups
44453,1110,NA,functional groups
44462,1110,NA,functional groups
44469,1110,NA,functional traits
44477,1110,NA,morphological traits
44477,1110,NA,plant traits
44482,1110,NA,plant traits
44499,1110,NA,functional groups
44507,1110,NA,agronomic traits
44520,1110,NA,quality traits
44522,1110,NA,agronomic traits
44524,1110,NA,agronomic traits
44524,1110,NA,quantitative trait
44531,1110,NA,adaptive traits
44532,1110,NA,quantitative trait
44543,1110,NA,phenotypic traits
44558,1110,NA,physiological traits
44562,1110,NA,functional groups
44562,1110,NA,plant functional groups
44572,1110,NA,morphological traits
44576,1110,NA,functional groups
44576,1110,NA,plant functional groups
44596,1110,NA,adaptive traits
44607,1110,NA,agronomic traits
44619,1110,NA,functional diversity
44619,1110,NA,functional traits
44626,1110,NA,functional diversity
44629,1110,NA,adaptive traits
44640,1110,NA,functional groups
44648,1110,NA,agronomic traits
44666,1110,NA,quantitative trait
44674,1110,NA,functional traits
44676,1110,NA,functional traits
44678,1110,NA,plant traits
44681,1110,NA,physiological traits
44682,1110,NA,functional diversity
44682,1110,NA,functional traits
44682,1110,NA,plant functional traits
44688,1110,NA,agronomic traits
44690,1110,NA,functional groups
44696,1110,NA,functional traits
44696,1110,NA,plant functional traits
44698,1110,NA,agronomic traits
44698,1110,NA,quality traits
44698,1110,NA,quantitative trait
44699,1110,NA,functional traits
44704,1110,NA,functional diversity
44704,1110,NA,functional traits
44705,1110,NA,morphological traits
44710,1110,NA,functional groups
44720,1110,NA,functional traits
44722,1110,NA,functional traits
44727,1110,NA,morphological traits
44736,1110,NA,agronomic traits
44747,1110,NA,morphological traits
44749,1110,NA,important traits
44750,1110,NA,functional traits
44752,1110,NA,functional groups
44753,1110,NA,quantitative trait
44755,1110,NA,functional traits
44759,1110,NA,functional traits
44772,1110,NA,morphological traits
44772,1110,NA,physiological traits
44773,1110,NA,functional traits
44773,1110,NA,plant functional traits
44781,1110,NA,functional traits
44783,1110,NA,functional traits
44783,1110,NA,phenotypic traits
44785,1110,NA,reproductive traits
44788,1110,NA,agronomic traits
44793,1110,NA,quantitative trait
44794,1110,NA,functional groups
44800,1110,NA,plant traits
44808,1110,NA,functional groups
44816,1110,NA,functional groups
44847,1110,NA,quantitative trait
44851,1110,NA,functional traits
44856,1110,NA,plant functional groups
44858,1110,NA,agronomic traits
44858,1110,NA,quantitative trait
44867,1110,NA,important traits
44874,1110,NA,morphological traits
44876,1110,NA,quantitative trait
44880,1110,NA,quantitative trait
44883,1110,NA,morphological traits
44883,1110,NA,plant traits
44886,1110,NA,functional traits
44889,1110,NA,functional traits
44890,1110,NA,growth traits
44892,1110,NA,functional groups
44902,1110,NA,functional groups
44904,1110,NA,trait variation
44913,1110,NA,plant traits
44916,1110,NA,functional traits
44923,1110,NA,functional groups
44923,1110,NA,plant functional groups
44928,1110,NA,growth traits
44938,1110,NA,biological traits
44943,1110,NA,life-history traits
44974,1110,NA,functional traits
44975,1110,NA,plant traits
44976,1110,NA,functional groups
44983,1110,NA,plant traits
44986,1110,NA,physiological traits
44993,1110,NA,agronomic traits
45001,1110,NA,functional groups
45003,1110,NA,functional diversity
45003,1110,NA,functional traits
45005,1110,NA,quantitative trait
45006,1110,NA,functional groups
45014,1110,NA,important traits
45020,1110,NA,plant traits
45025,1110,NA,physiological traits
45026,1110,NA,functional groups
45038,1110,NA,plant traits
45038,1110,NA,species traits
45041,1110,NA,functional groups
45053,1110,NA,quality traits
45054,1110,NA,agronomic traits
45056,1110,NA,plant functional groups
45061,1110,NA,physiological traits
45062,1110,NA,functional diversity
45062,1110,NA,functional traits
45065,1110,NA,functional groups
45077,1110,NA,functional traits
45080,1110,NA,trait variation
45084,1110,NA,growth traits
45086,1110,NA,functional traits
45094,1110,NA,morphological traits
45098,1110,NA,biological traits
45104,1110,NA,agronomic traits
45104,1110,NA,important traits
45104,1110,NA,quantitative trait
45107,1110,NA,functional groups
45109,1110,NA,functional groups
45111,1110,NA,plant traits
45114,1110,NA,agronomic traits
45118,1110,NA,functional traits
45119,1110,NA,ecological traits
45123,1110,NA,quantitative trait
45125,1110,NA,history traits
45131,1110,NA,functional traits
45154,1110,NA,agronomic traits
45163,1110,NA,plant traits
45167,1110,NA,functional traits
45173,1110,NA,life-history traits
45174,1110,NA,quantitative trait
45232,1110,NA,functional traits
45240,1110,NA,functional diversity
45247,1110,NA,functional groups
45247,1110,NA,functional traits
45247,1110,NA,plant functional traits
45250,1110,NA,physiological traits
45251,1110,NA,functional groups
45257,1110,NA,morphological traits
45259,1110,NA,agronomic traits
45266,1110,NA,functional groups
45270,1110,NA,plant traits
45274,1110,NA,trait variation
45283,1110,NA,morphological traits
45285,1110,NA,functional groups
45286,1110,NA,physiological traits
45290,1110,NA,functional traits
45304,1110,NA,functional traits
45307,1110,NA,quality traits
45307,1110,NA,quantitative trait
45312,1110,NA,species traits
45316,1110,NA,functional groups
45317,1110,NA,important traits
45328,1110,NA,quantitative trait
45330,1110,NA,functional groups
45331,1110,NA,physiological traits
45333,1110,NA,functional traits
45343,1110,NA,functional groups
45347,1110,NA,functional traits
45347,1110,NA,plant functional traits
45350,1110,NA,physiological traits
45350,1110,NA,quality traits
45364,1110,NA,agronomic traits
45365,1110,NA,quantitative trait
45378,1110,NA,functional traits
45385,1110,NA,quantitative trait
45386,1110,NA,functional diversity
45386,1110,NA,functional traits
45393,1110,NA,agronomic traits
45416,1110,NA,functional groups
45421,1110,NA,plant traits
45425,1110,NA,plant traits
45431,1110,NA,agronomic traits
45434,1110,NA,functional traits
45438,1110,NA,quality traits
45446,1110,NA,quality traits
45451,1110,NA,life-history traits
45464,1110,NA,plant traits
45469,1110,NA,quantitative trait
45474,1110,NA,morphological traits
45480,1110,NA,agronomic traits
45483,1110,NA,history traits
45489,1110,NA,growth traits
45490,1110,NA,important traits
45492,1110,NA,morphological traits
45493,1110,NA,functional groups
45493,1110,NA,plant functional groups
45493,1110,NA,plant traits
45495,1110,NA,functional groups
45496,1110,NA,plant traits
45504,1110,NA,morphological traits
45513,1110,NA,morphological traits
45537,1110,NA,adaptive traits
45537,1110,NA,plant traits
45537,1110,NA,reproductive traits
45538,1110,NA,functional traits
45554,1110,NA,functional traits
45564,1110,NA,adaptive traits
45592,1110,NA,agronomic traits
45598,1110,NA,plant functional groups
45599,1110,NA,functional traits
45600,1110,NA,physiological traits
45601,1110,NA,functional traits
45601,1110,NA,plant functional traits
45609,1110,NA,morphological traits
45611,1110,NA,physiological traits
45615,1110,NA,adaptive traits
45620,1110,NA,trait variation
45621,1110,NA,functional traits
45626,1110,NA,morphological traits
45629,1110,NA,morphological traits
45636,1110,NA,physiological traits
45638,1110,NA,morphological traits
45639,1110,NA,growth traits
45644,1110,NA,functional traits
45650,1110,NA,history traits
45663,1110,NA,plant traits
45674,1110,NA,agronomic traits
45676,1110,NA,growth traits
45676,1110,NA,morphological traits
45679,1110,NA,important traits
45682,1110,NA,morphological traits
45683,1110,NA,quality traits
45684,1110,NA,phenotypic traits
45690,1110,NA,physiological traits
45699,1110,NA,plant traits
45722,1110,NA,functional groups
45727,1110,NA,quantitative trait
45733,1110,NA,agronomic traits
45738,1110,NA,agronomic traits
45740,1110,NA,functional groups
45762,1110,NA,morphological traits
45766,1110,NA,agronomic traits
45769,1110,NA,physiological traits
45769,1110,NA,reproductive traits
45775,1110,NA,growth traits
45792,1110,NA,quality traits
45794,1110,NA,functional groups
45797,1110,NA,history traits
45797,1110,NA,trait variation
45800,1110,NA,plant traits
45826,1110,NA,physiological traits
45834,1110,NA,morphological traits
45838,1110,NA,plant traits
45844,1110,NA,adaptive traits
45844,1110,NA,functional traits
45844,1110,NA,morphological traits
45844,1110,NA,plant functional traits
45845,1110,NA,plant functional traits
45845,1110,NA,plant traits
45852,1110,NA,functional diversity
45852,1110,NA,functional traits
45852,1110,NA,trait variation
45855,1110,NA,functional diversity
45858,1110,NA,agronomic traits
45861,1110,NA,functional traits
45861,1110,NA,growth traits
45861,1110,NA,plant functional traits
45866,1110,NA,quality traits
45867,1110,NA,morphological traits
45874,1110,NA,quantitative trait
45877,1110,NA,history traits
45878,1110,NA,phenotypic traits
45886,1110,NA,agronomic traits
45893,1110,NA,functional groups
45897,1110,NA,physiological traits
45907,1110,NA,morphological traits
45907,1110,NA,plant functional traits
45908,1110,NA,morphological traits
45909,1110,NA,morphological traits
45912,1110,NA,functional groups
45918,1110,NA,functional traits
45926,1110,NA,plant traits
45927,1110,NA,functional traits
45928,1110,NA,morphological traits
45929,1110,NA,quantitative trait
45938,1110,NA,quality traits
45949,1110,NA,functional traits
45949,1110,NA,species traits
45949,1110,NA,trait variation
45952,1110,NA,physiological traits
45958,1110,NA,functional traits
45958,1110,NA,plant functional traits
45982,1110,NA,functional groups
45984,1110,NA,functional groups
45984,1110,NA,plant functional groups
45997,1110,NA,functional groups
46001,1110,NA,quality traits
46002,1110,NA,functional groups
46018,1110,NA,adaptive traits
46018,1110,NA,trait variation
46024,1110,NA,functional groups
46026,1110,NA,phenotypic traits
46046,1110,NA,functional groups
46059,1110,NA,agronomic traits
46066,1110,NA,functional traits
46069,1110,NA,adaptive traits
46071,1110,NA,quality traits
46084,1110,NA,agronomic traits
46084,1110,NA,phenotypic traits
46085,1110,NA,agronomic traits
46088,1110,NA,functional groups
46094,1110,NA,phenotypic traits
46100,1110,NA,functional diversity
46100,1110,NA,functional groups
46100,1110,NA,functional traits
46100,1110,NA,plant functional groups
46100,1110,NA,plant functional traits
46106,1110,NA,quantitative trait
46112,1110,NA,important traits
46113,1110,NA,physiological traits
46121,1110,NA,functional traits
46122,1110,NA,agronomic traits
46126,1110,NA,quantitative trait
46136,1110,NA,functional groups
46144,1110,NA,agronomic traits
46149,1110,NA,functional diversity
46149,1110,NA,plant traits
46154,1110,NA,functional groups
